date,copper_price_usd_per_tonne,source,frequency,unit,vintage_date
2022-08-31,7990.812173913043,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2022-09-30,7746.011363636364,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2022-10-31,7651.082857142857,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2022-11-30,8049.861363636364,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2022-12-31,8371.091363636364,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2023-01-31,9007.346363636363,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2023-02-28,8936.587,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2023-03-31,8856.310869565217,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2023-04-30,8809.1575,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2023-05-31,8243.156086956522,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2023-06-30,8396.517727272727,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2023-07-31,8476.679047619047,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2023-08-31,8347.828260869564,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2023-09-30,8276.71380952381,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2023-10-31,7941.355909090909,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2023-11-30,8189.587727272727,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2023-12-31,8407.900476190476,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2024-01-31,8351.339565217391,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2024-02-29,8304.950476190475,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2024-03-31,8692.819047619048,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2024-04-30,9445.593636363636,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2024-05-31,10117.163478260873,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2024-06-30,9648.167,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2024-07-31,9385.31304347826,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2024-08-31,8981.117727272727,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2024-09-30,9259.128571428571,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2024-10-31,9533.991304347826,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2024-11-30,9075.727142857144,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2024-12-31,8909.907727272726,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2025-01-31,8976.68043478261,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2025-02-28,9330.975,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2025-03-31,9735.823333333332,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2025-04-30,9172.695909090908,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2025-05-31,9531.200909090909,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2025-06-30,9835.068095238095,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2025-07-31,9770.580434782609,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2025-08-31,9671.875714285714,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2025-09-30,9994.773181818182,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2025-10-31,10739.91826086957,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2025-11-30,10812.028,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2025-12-31,11790.96409090909,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2026-01-31,12986.60681818182,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2026-02-28,12951.345,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2026-03-31,12528.709545454552,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2026-04-30,12890.687727272732,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2026-05-31,13512.156190476187,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
2026-06-30,13552.040909090912,IMF Primary Commodity Prices via ALFRED,monthly,USD per metric tonne,2026-07-13
